79;1780;ASOCIACION DE COPROPIETARIOS Y USUARIOS DE LA ANTENA PARABOLICA DE LA URBANIZACION PACARA ASOPARA;AVENIDA 2EN No 53AN-50/05;COLOMBIA;Valle del cauca;CALI;L;L%&
80;309;CONJUNTO RESIDENCIAL BALCONES DE LA FLORA - I ETAPA;AVENIDA 2F NORTE No 32A-30;COLOMBIA;Valle del cauca;CALI;L;L%&
81;359;CONJUNTO RESIDENCIAL BELO HORIZONTE;AVENIDA 2GN No 37N-32;COLOMBIA;Valle del cauca;CALI;L;L%&
82;1238;EDIFICIO Liliana;AVENIDA 2GN No 40N-29;COLOMBIA;Valle del cauca;CALI;L;L%&
83;22;CONJUNTO RESIDENCIAL SANTA MARGARITA - PACARA III ETAPA;AVENIDA 2GN No 52AN-77;COLOMBIA;Valle del cauca;CALI;L;L%&
84;61;CONJUNTO RESIDENCIAL SANTA INES URBANIZACION PACARA - III ETAPA;AVENIDA 2H NORTE No 52AN-05;COLOMBIA;Valle del cauca;CALI;L;L%&
85;80;CONJUNTO RESIDENCIAL SANTA CECILIA PACARA III ETAPA;AVENIDA 2H NORTE No 52AN-51;COLOMBIA;Valle del cauca;CALI;L;L%&
86;159;CONJUNTO RESIDENCIAL SANTA SOFIA PACARA - III ETAPA;AVENIDA 2H NORTE No 54N-05;COLOMBIA;Valle del cauca;CALI;L;L%&
87;118; CONJUNTO RESIDENCIAL SANTA PAULA   III;AVENIDA 2HN No52AN-34;COLOMBIA;Valle del cauca;CALI;L;L%&
88;1284;EDIFICIO Centro medico del Rio;AVENIDA 2N No 24N-71;COLOMBIA;Valle del cauca;CALI;L;L%&
89;1288;EDIFICIO Centenario del Rio;AVENIDA 2N No 4N-21/25;COLOMBIA;Valle del cauca;CALI;L;L%&
90;665;EDIFICIO CENTENARIO ;AVENIDA 2N No4N-06;COLOMBIA;Valle del cauca;CALI;L;L%&
91;2969;EDIFICIO LILI;AVENIDA 2OESTE No 1-32;COLOMBIA;Valle del cauca;CALI;L;L%&
92;2169;EDIFICIO MULTIFAMILIAR ALCAÑIZ;AVENIDA 3 A OESTE No 14-48;COLOMBIA;Valle del cauca;CALI;L;L%&
93;2319;CONJUNTO RESIDENCIAL KANELA ;AVENIDA 3 B BIS No 60 N -33;COLOMBIA;Valle del cauca;CALI;L;L%&
94;2930;EDIFICIO MONIQUE;AVENIDA 3 B BIS NORTE No 59 N - 10 Y CALLE 59 NORTE No 3 B - 122;COLOMBIA;Valle del cauca;CALI;L;L%&
95;1864;EDIFICIO MARIA DEL MAR;AVENIDA 3 B No 58 N 11;COLOMBIA;Valle del cauca;CALI;L;L%&
96;2183;EDIFICIO PALMAR DE LA FLORA ;AVENIDA 3 F No 55 N -72;COLOMBIA;Valle del cauca;CALI;L;L%&
97;1301;EDIFICIO villa clara;AVENIDA 3 g No CALLE 39 NORTE;COLOMBIA;Valle del cauca;CALI;L;L%&
98;2792;EDIFICIO MULTIFAMILIAR  KERETARO DEL VIENTO ;AVENIDA 3 G NORTE No 62-N-63;COLOMBIA;Valle del cauca;CALI;L;L%&
99;1450;EDIFICIO DOÑA MARIA ;AVENIDA 3 N No 7N -76 78 - 80 -82 - Y 2N -47 -51;COLOMBIA;Valle del cauca;CALI;L;L%&
100;387;EDIFICIO CALIMA;AVENIDA 3 No 21N-22/30;COLOMBIA;Valle del cauca;CALI;L;L%&
101;1194;EDIFICIO maria cecilia;AVENIDA 3 No 8 N-40;COLOMBIA;Valle del cauca;CALI;L;L%&
102;2473;EDIFICIO EL NOGAL ;AVENIDA 3 NORTE 22-N-46 -50/54;COLOMBIA;Valle del cauca;CALI;L;L%&
103;2399;EDIFICIO AVENIDA;AVENIDA 3 NORTE ENTRE CALLE 19 Y 20 No 19 N-80 -19-N82 Y 19 N-86;COLOMBIA;Valle del cauca;CALI;L;L%&
104;447;EDIFICIO LAS CEIBAS;AVENIDA 3 NORTE No 12N-25;COLOMBIA;Valle del cauca;CALI;L;L%&
105;1805;EDIFICIO LAS AMERICAS;AVENIDA 3 NORTE No 19-34/36;COLOMBIA;Valle del cauca;CALI;L;L%&
106;1539;JUNTA DE COPROPIETARIOS DEL EDIFICIO CAUCA;AVENIDA 3 NORTE No 20N-09;COLOMBIA;Valle del cauca;CALI;L;L%&
107;358;EDIFICIO ADRIANA;AVENIDA 3 NORTE No 23AN-30;COLOMBIA;Valle del cauca;CALI;L;L%&
108;577;EDIFICIO NEDA;AVENIDA 3 NORTE No 23CN-52;COLOMBIA;Valle del cauca;CALI;L;L%&
109;801;UNIDAD RESIDENCIAL EL PORVENIR DE LA FLORA ;AVENIDA 3 NORTE No 37 N 16/20/24/30/36/42/46/50/54/60/64/70/76/82/08/12/22/26;COLOMBIA;Valle del cauca;CALI;L;L%&
110;864;EDIFICIO VIPASA;AVENIDA 3 NORTE No 40N-143/147;COLOMBIA;Valle del cauca;CALI;L;L%&
111;633;EDIFICIO LAS BIFLORAS;AVENIDA 3 NORTE No 49N-52;COLOMBIA;Valle del cauca;CALI;L;L%&
112;379;CENTRO COMERCIAL EL CENTARIO I;AVENIDA 3 NORTE No 8-24;COLOMBIA;Valle del cauca;CALI;L;L%&
113;1136;EDIFICIO el Remanso;AVENIDA 3 NORTE No 8-51;COLOMBIA;Valle del cauca;CALI;L;L%&
114;389;EDIFICIO CENTRO PROFESIONAL Y COMERCIAL EL CENTENARIO I ;AVENIDA 3 NORTE No 8N-12/16/18/24/26;COLOMBIA;Valle del cauca;CALI;L;L%&
115;1578;EDIFICIO ESPAÑA;AVENIDA 3 NORTE O AVENIDA LAS AMERICAS No 23BN-23/25/33/39/43/53/57/67/75/81/83;COLOMBIA;Valle del cauca;CALI;L;L%&
116;2297;EDIFICIO LA TOSCANA;AVENIDA 3 OESTE No 10-105;COLOMBIA;Valle del cauca;CALI;L;L%&
117;2377;EDIFICIO VERONA;AVENIDA 3 OESTE No 10-75;COLOMBIA;Valle del cauca;CALI;L;L%&
118;2973;EDIFICIO RIVER SIDE;AVENIDA 3 OESTE No 7 OESTE -75;COLOMBIA;Valle del cauca;CALI;L;L%&
119;590;EDIFICIO SANTA RITA DEL RIO;AVENIDA 3 OESTE No 12-170;COLOMBIA;Valle del cauca;CALI;L;L%&
120;1454;EDIFICIO ALTOS DE SANTA RITA;AVENIDA 3 OESTE No 12-190;COLOMBIA;Valle del cauca;CALI;L;L%&
121;3073;CONJUNTO RESIDENCIAL SANTA RITA RESERVADO;AVENIDA 3 OESTE No 13 - 43;COLOMBIA;Valle del cauca;CALI;L;L%&
